date,close,market_cap,volume,sentiment_mean,sentiment_pos,sentiment_neg,close_lag1,close_lag3,close_lag7,ma7,ma14,ma30,std7,std14,ret_1d,ret_7d,target_t1,target_t30
2021-02-09,46307.57412159395,862413737410.9171,86994225365.2278,0.0,0.0,0.0,38833.34026455532,38007.83222908396,33405.99035714327,38889.3387320964,35943.03354752247,35520.67370767765,3506.825936091999,3970.7158251764818,0.19246950702977883,0.38620569623950396,46569.56483,56020.4877195857
2021-02-10,46569.56483,867164581003.3563,78828431117.05534,0.0,0.0,0.0,46307.57412159395,39279.41286897885,35485.98593382442,40472.707145835775,36942.137503592385,35793.06266916371,4156.132873764314,4744.373415711301,0.005657621099263821,0.31233678886207783,44848.69344950499,57788.86810329514
2021-02-11,44848.69344950499,839561451461.0575,70000356395.81508,0.0,0.0,0.0,46569.56483,38833.34026455532,37494.71762460426,41523.27512082159,37970.935188191776,36099.02222792609,4207.050150980336,4788.670500278697,-0.03695270477138812,0.19613365003914618,47815.96175554316,57353.86147197248
2021-02-12,47815.96175554316,890629045243.5952,66187179918.887886,0.0,0.0,0.0,44848.69344950499,46307.57412159395,36816.50808203406,43094.625645608605,39020.05049011547,36561.60975717417,4210.223225679964,5234.299887943436,0.06616175584644424,0.29876417527159993,47414.1862550079,61315.197932766816
2021-02-13,47414.1862550079,880620921496.0787,61942185128.99905,0.0,0.0,0.0,47815.96175554316,46569.56483,38007.83222908396,44438.390506454874,39967.43388208945,36893.549041491555,3796.908528603442,5479.747626910898,-0.008402539356822225,0.24748462288586182,46941.29208582354,59428.96756602776
2021-02-14,46941.29208582354,874425017687.0778,55312381649.33813,0.0,0.0,0.0,47414.1862550079,44848.69344950499,39279.41286897885,45532.94468028984,40877.560473193764,37150.50044530556,3102.746375479343,5506.139806906043,-0.009973685230850404,0.19506094050849998,48607.8745224845,55805.32924923426
2021-02-15,48607.8745224845,905515462576.995,57738376570.13191,0.0,0.0,0.0,46941.29208582354,47815.96175554316,38833.34026455532,46929.30671713686,41987.78102715587,37544.51222216554,1203.0458611900003,5375.088902807408,0.035503548424144826,0.2517046999135113,47898.487027633135,56830.253335076224
2021-02-16,47898.487027633135,892345220938.2782,61061855793.76279,0.0,0.0,0.0,48607.8745224845,47414.1862550079,46307.57412159395,47156.57998942817,43022.95936076229,37932.63802043962,1216.2170267243637,4975.923146180946,-0.01459408587230493,0.03435534977197863,49238.13690672487,59014.92563205099
2021-02-17,49238.13690672487,917339726314.6964,64141133353.97562,0.0,0.0,0.0,47898.487027633135,46941.29208582354,46569.56483,47537.80457181744,44005.255858826604,38380.43378780795,1405.1138900214771,4724.659684814325,0.027968521809861535,0.057302920619214825,52143.6788446198,57922.40959262911
2021-02-18,52143.6788446198,971516568847.578,68478739131.4286,0.0,0.0,0.0,49238.13690672487,48607.8745224845,44848.69344950499,48579.94534254813,45051.61023168486,38898.707590319194,1742.910771772901,4793.506302609556,0.059009989419361863,0.16265770157447745,51733.075539032034,58243.27060892363
2021-02-19,51733.075539032034,963911356673.4604,58486508605.55778,0.0,0.0,0.0,52143.6788446198,47898.487027633135,47815.96175554316,49139.53302590368,46117.07933575614,39419.64797969509,2057.2237861332765,4469.056553551328,-0.007874459851812454,0.08192063151453333,56038.72775892988,58376.15847137206
2021-02-20,56038.72775892988,1044189900351.5892,71397235196.83829,0.0,0.0,0.0,51733.075539032034,49238.13690672487,47414.1862550079,50371.61038360682,47405.00044503085,40101.35593156823,3146.1347294264165,4549.716069322758,0.08322822826663923,0.18189791252636023,56377.63347790987,57573.539344778685
2021-02-21,56377.63347790987,1050555931433.1448,77351787996.10461,0.0,0.0,0.0,56038.72775892988,52143.6788446198,46941.29208582354,51719.659153904875,48626.30191709736,40950.15385629677,3439.320761179902,4495.294977367684,0.006047705444668594,0.20102432150426774,57669.3035269179,54370.13755789519
2021-02-22,57669.3035269179,1075380337357.9144,61223272210.96276,0.0,0.0,0.0,56377.63347790987,51733.075539032034,48607.8745224845,53014.149011681075,49971.72786440897,41773.86701443884,3762.9487643664565,4143.866520416542,0.022911037042981697,0.186418951526915,54410.85629451601,54584.86994699455
2021-02-23,54410.85629451601,1012091985973.4642,101532021847.06648,0.0,0.0,0.0,57669.3035269179,56038.72775892988,47898.487027633135,53944.48747837862,50550.533733903394,42518.625978442426,3018.8515056793044,4158.59441760277,-0.056502281684067346,0.13596189923756508,48691.894831704405,52526.86659704657
2021-02-24,48691.894831704405,904133801444.5278,116689607925.81471,0.0,0.0,0.0,54410.85629451601,56377.63347790987,49238.13690672487,53866.45289623284,50702.12873402514,43065.905227821604,3164.336542272565,4039.282956450931,-0.10510699246958932,-0.011093881883777357,49849.37871358314,51416.90830498005
2021-02-25,49849.37871358314,929081504353.552,73140585468.96529,0.0,0.0,0.0,48691.894831704405,57669.3035269179,52143.6788446198,53538.695734656176,51059.32053860215,43648.37384950833,3475.99184343632,3687.6484335525647,0.023771592497671135,-0.043999583110990725,46992.665450048495,55033.10048044704
2021-02-26,46992.665450048495,875883932252.4404,60355381275.54549,0.0,0.0,0.0,49849.37871358314,54410.85629451601,51733.075539032034,52861.49429337281,51000.51365963824,44128.72571634257,4259.79560201027,3749.3964081487093,-0.05730689804477418,-0.09163209493328794,46551.48747675472,55832.41810961832
2021-02-27,46551.48747675472,869070614247.8623,74357197463.7094,0.0,0.0,0.0,46992.665450048495,48691.894831704405,56038.72775892988,51506.174253062076,50938.892318334445,44665.59110339727,4577.813853701929,3819.309075631584,-0.00938823046253312,-0.16929792416037404,46653.52639939581,55728.10132780653
2021-02-28,46653.52639939581,869649724200.5775,50989764248.82767,0.0,0.0,0.0,46551.48747675472,49849.37871358314,56377.63347790987,50117.016098988635,50918.33762644675,45116.43039909008,4321.400846330731,3843.1779928638825,0.0021919583706544454,-0.17248164704047397,44970.163459946736,57634.92869447539
2021-03-01,44970.163459946736,838307614585.1935,59679588927.08056,0.0,0.0,0.0,46653.52639939581,46992.665450048495,57669.3035269179,48302.853232278474,50658.501121979774,45477.0752221759,3121.4785490562904,4124.1087441487025,-0.03608222291789864,-0.22020623261114425,49787.33995949672,58668.628336761
2021-03-02,49787.33995949672,928146793676.4288,63218569171.59831,0.0,0.0,0.0,44970.163459946736,46551.48747675472,54410.85629451601,47642.350898704295,50793.419188541455,45996.669227147024,1839.5618182824933,4057.2248162124265,0.10711939047854391,-0.08497415129791452,48532.23678981703,58817.3738884188
2021-03-03,48532.23678981703,905413239164.9064,53499537416.81648,0.0,0.0,0.0,49787.33995949672,46653.52639939581,48691.894831704405,47619.54260700609,50742.99775161947,46512.25089457376,1825.3145393059237,4082.3485141871665,-0.025209283538762062,-0.0032789449340431265,50577.45746915202,58801.194843878126
2021-03-04,50577.45746915202,942969910364.1804,59212268141.16633,0.0,0.0,0.0,48532.23678981703,44970.163459946736,49849.37871358314,47723.55385780165,50631.124796228905,47084.633131640716,1987.1253060587408,4062.423304208402,0.04214148810392593,0.014605573316212483,48727.45120080115,59060.02678333801
2021-03-05,48727.45120080115,908517236707.5374,60749587836.169136,0.0,0.0,0.0,50577.45746915202,49787.33995949672,46992.665450048495,47971.38039362345,50416.43734349813,47526.01530720661,1988.9565086398836,4079.0938682582428,-0.03657768422778496,0.036916096036235135,49091.81488232977,57060.40665471088
2021-03-06,49091.81488232977,911379300053.3456,56568112294.26829,0.0,0.0,0.0,48727.45120080115,48532.23678981703,46551.48747675472,48334.2843087056,49920.22928088385,47912.58521579745,1917.1624321116115,3751.968193119388,0.0074775854790170015,0.05457027354589994,49019.36859236582,58228.8026234662
2021-03-07,49019.36859236582,916504852500.393,41478786533.38212,0.0,0.0,0.0,49091.81488232977,50577.45746915202,46653.52639939581,48672.26176484418,49394.6389319164,48319.34723280851,1774.7235816039142,3261.0816657112487,-0.0014757305293682244,0.05071089745105861,51313.09262027362,58706.81559311396
2021-03-08,51313.09262027362,955040794770.14,46146324828.48082,0.0,0.0,0.0,49019.36859236582,48727.45120080115,44970.163459946736,49578.39450203373,48940.6238671561,48762.85591251484,1034.30997389753,2329.9896349040655,0.04679219854873895,0.1410475006606613,52328.5359126325,58062.17872433649
2021-03-09,52328.5359126325,974195000547.444,53568946625.62234,0.0,0.0,0.0,51313.09262027362,49091.81488232977,49787.33995949672,49941.42249533884,48791.88669702157,49197.82668063662,1472.8587304545597,1996.532741867076,0.019789165698379296,0.051041006713817394,54700.27343927744,56134.41738866435
2021-03-10,54700.27343927744,1018978819157.4176,57418251743.06042,0.0,0.0,0.0,52328.5359126325,49019.36859236582,48532.23678981703,50822.570588118906,49221.0565975625,49726.72445312736,2169.553766075953,2544.0772716709475,0.04532398021998518,0.12709153868536682,56020.4877195857,58065.64402481532
2021-03-11,56020.4877195857,1044805904677.554,63560545036.79726,0.0,0.0,0.0,54700.27343927744,51313.09262027362,50577.45746915202,51600.14633818086,49661.85009799125,50050.488239727085,2914.551852294554,3128.7447630049087,0.02413542377944089,0.10761771197679271,57788.86810329514,58152.99326214184
2021-03-12,57788.86810329514,1077836070933.286,64605228617.76096,0.0,0.0,0.0,56020.4877195857,52328.5359126325,48727.45120080115,52894.634467108575,50433.00743036601,50424.46501550359,3398.177897060246,3698.8134628892813,0.03156667240316069,0.18596123292295275,57353.86147197248,59979.39281571831
2021-03-13,57353.86147197248,1069776383193.8628,59984971691.807,0.0,0.0,0.0,57788.86810329514,54700.27343927744,49091.81488232977,54074.92683705752,51204.60557288157,50841.30394958585,3290.3220778779178,3945.32640004632,-0.007527516035529702,0.16829784373314283,61315.197932766816,59988.02095852983
2021-03-14,61315.197932766816,1145191373521.5942,67332756651.27568,0.0,0.0,0.0,57353.86147197248,56020.4877195857,49019.36859236582,55831.47388568624,52251.86782526521,51291.278488826625,3421.061479828419,4544.734453683041,0.06906834795648686,0.25083614280408995,59428.96756602776,59911.02059484732
2021-03-15,59428.96756602776,1111684638819.0725,48104078384.27405,0.0,0.0,0.0,61315.197932766816,57788.86810329514,51313.09262027362,56990.88459222255,53284.639547128136,51691.771199193965,2981.569192780972,4403.362740527506,-0.03076285212040486,0.15816382391552786,55805.32924923426,63576.67604104828
2021-03-16,55805.32924923426,1049197142851.5632,70594488699.70683,0.0,0.0,0.0,59428.96756602776,57353.86147197248,52328.5359126325,57487.56935459423,53714.49592496653,51987.23910464098,2283.261742079049,4328.801091893836,-0.06097427677449563,0.06644163219866495,56830.253335076224,62807.12323259299
2021-03-17,56830.253335076224,1060221966894.7418,63219904254.35453,0.0,0.0,0.0,55805.32924923426,61315.197932766816,54700.27343927744,57791.8521968512,54307.21139248506,52261.31839839405,1970.3905953888368,4128.088748953455,0.0183660610846772,0.03893910874436979,59014.92563205099,63179.772446084695
2021-03-18,59014.92563205099,1101028543248.462,63368268626.27834,0.0,0.0,0.0,56830.253335076224,59428.96756602776,56020.4877195857,58219.6290414891,54909.88768983498,52631.86635187464,1842.6366934954722,4157.485966593076,0.038442065075686704,0.05345254985022896,57922.40959262911,61497.2995694412
2021-03-19,57922.40959262911,1081065767945.8684,58387006275.72827,0.0,0.0,0.0,59014.92563205099,55805.32924923426,57788.86810329514,58238.70639710823,55566.670432108396,52921.34210807144,1838.1193605476465,3818.1211811131247,-0.018512537764319936,0.0023108514445251416,58243.27060892363,60273.86667694734
2021-03-20,58243.27060892363,1086741150606.8164,51948388930.75819,0.0,0.0,0.0,57922.40959262911,56830.253335076224,57353.86147197248,58365.76484524411,56220.34584115081,53124.661833548234,1797.0420161806949,3382.9094686294197,0.0055394970366591245,0.015507397655967425,58376.15847137206,56288.94534001195
2021-03-21,58376.15847137206,1090022321077.5006,54549112635.67172,0.0,0.0,0.0,58243.27060892363,59014.92563205099,61315.197932766816,57945.902065044866,56888.68797536555,53346.09793129291,1254.5330643860052,2707.7227444452765,0.0022816002786092415,-0.04793329485158748,57573.539344778685,55721.166052695626
2021-03-22,57573.539344778685,1074356788297.177,55664123837.60256,0.0,0.0,0.0,58376.15847137206,57922.40959262911,59428.96756602776,57680.840890580715,57335.86274140164,53397.258317487875,1071.6411082701256,2182.009589370691,-0.013749091197684415,-0.0312209398419655,54370.13755789519,56294.728558586925
2021-03-23,54370.13755789519,1020641820438.662,62001716794.84347,0.0,0.0,0.0,57573.539344778685,58243.27060892363,55805.32924923426,57475.813506103696,57481.69143034896,53330.34178682071,1529.6757298600362,1867.1169842642657,-0.055640174693793676,-0.0257178249935468,54584.86994699455,54190.07026283405
2021-03-24,54584.86994699455,1017637245492.0176,60383378707.04851,0.0,0.0,0.0,54370.13755789519,58376.15847137206,56830.253335076224,57155.04445066346,57473.44832375733,53227.5273341566,1882.3745752895184,1880.5476536645976,0.003949454585630008,-0.039510353312041335,52526.86659704657,51965.5664304852
2021-03-25,52526.86659704657,982797427007.2563,73029051195.05199,0.0,0.0,0.0,54584.86994699455,57573.539344778685,59014.92563205099,56228.17887423426,57223.90395786167,53164.72767757428,2352.563067118581,2277.9838589992587,-0.03770281676857401,-0.10993929019679649,51416.90830498005,51191.1246964079
2021-03-26,51416.90830498005,959155260366.7408,63401640502.561295,0.0,0.0,0.0,52526.86659704657,54370.13755789519,57922.40959262911,55298.82154742725,56768.76397226774,53255.5614600168,2811.8585012351964,2745.0881496333377,-0.021131248901280153,-0.11231406520209619,55033.10048044704,50133.1073963654
2021-03-27,55033.10048044704,1027209990794.894,55442557956.15464,0.0,0.0,0.0,51416.90830498005,54584.86994699455,58243.27060892363,54840.22581478774,56602.99533001592,53428.35218557893,2495.5943338055986,2776.9254666387437,0.07033079768269035,-0.055116584197878904,55832.41810961832,48981.4413932161
2021-03-28,55832.41810961832,1042184275332.6416,47285749218.66506,0.0,0.0,0.0,55033.10048044704,52526.86659704657,58376.15847137206,54476.8343345372,56211.368199791024,53723.010607564596,2038.1854142073898,2425.645452085465,0.014524306684397414,-0.04357498726130127,55728.10132780653,53978.80554728962
2021-03-29,55728.10132780653,1039333584621.1438,49315845081.42435,0.0,0.0,0.0,55832.41810961832,51416.90830498005,57573.539344778685,54213.2003321126,55947.020611346656,54028.89773593299,1654.0236623396138,2242.785223995099,-0.0018683908980438035,-0.032053579438998225,57634.92869447539,54991.81484262107
2021-03-30,57634.92869447539,1075942162536.995,57387039705.47129,0.0,0.0,0.0,55728.10132780653,55033.10048044704,54370.13755789519,54679.59906590978,56077.70628600674,54394.944479102305,2104.584950935481,2286.7674045011254,0.03421662179826357,0.06004750554665672,58668.628336761,54810.6138506792
2021-03-31,58668.628336761,1095293012032.8431,52387542500.62196,0.0,0.0,0.0,57634.92869447539,55832.41810961832,54584.86994699455,55262.9931215907,56209.01878612708,54851.559974996126,2585.105008909548,2384.0191581597583,0.017935298363346286,0.0748148414337535,58817.3738884188,53596.70402266675
2021-04-01,58817.3738884188,1098127310946.8978,57495844477.9185,0.0,0.0,0.0,58668.628336761,55728.10132780653,52526.86659704657,56161.63702035816,56194.90794729621,55152.56110596019,2568.751827972602,2366.6550721182475,0.002535350763682276,0.11975790103051609,58801.194843878126,57828.511814425874
2021-04-02,58801.194843878126,1098583823874.2308,54320681400.56781,0.0,0.0,0.0,58817.3738884188,57634.92869447539,51416.90830498005,57216.53509734361,56257.67832238543,55494.859707762225,1646.0083522294522,2426.885290430486,-0.00027507254185410446,0.1436159190104953,59060.02678333801,57812.96915967891
2021-04-03,59060.02678333801,1103133931136.5508,52224918752.08043,0.0,0.0,0.0,58801.194843878126,58668.628336761,55033.10048044704,57791.810283470884,56316.01804912931,55777.61201823509,1447.442863887137,2487.352154153145,0.004401814285357686,0.07317280450738406,57060.40665471088,56600.74528738432
2021-04-04,57060.40665471088,1067101827372.9528,52067853987.600494,0.0,0.0,0.0,59060.02678333801,58817.3738884188,55832.41810961832,57967.23721848411,56222.03577651065,56055.37720003208,1228.200334895094,2427.665039859733,-0.033857419942641576,0.021994185218372486,58228.8026234662,57200.30029871162
2021-04-05,58228.8026234662,1087344280109.6896,46156767978.17735,0.0,0.0,0.0,57060.40665471088,58801.194843878126,55728.10132780653,58324.48026072121,56268.8402964169,56359.94345806996,731.6858571584227,2461.8024993374042,0.020476474621458962,0.04487325489432936,58706.81559311396,53464.37021950372
2021-04-06,58706.81559311396,1096202611389.954,54670173277.08731,0.0,0.0,0.0,58228.8026234662,59060.02678333801,57634.92869447539,58477.60696052672,56578.60301321825,56682.858358094905,673.1455516113064,2477.3037511751404,0.00820921860163959,0.0185978697799849,58062.17872433649,57432.100227087576
2021-04-07,58062.17872433649,1084341670320.8142,61497704158.13829,0.0,0.0,0.0,58706.81559311396,57060.40665471088,58668.628336761,58390.97130160893,56826.98221159981,56907.827894897,683.4106736798585,2436.008313855463,-0.010980613788445504,-0.010336863663207851,56134.41738866435,56507.7594398696
2021-04-08,56134.41738866435,1050759681844.61,67617613532.43307,0.0,0.0,0.0,58062.17872433649,58228.8026234662,58817.3738884188,58007.691801644,57084.66441100108,57034.69061076473,1055.4773851778316,2115.9254145691484,-0.0332016706576691,-0.045615033830722074,58065.64402481532,57361.56904328887
2021-04-09,58065.64402481532,1083362883828.12,48714359354.07226,0.0,0.0,0.0,56134.41738866435,58706.81559311396,58801.194843878126,57902.61311320646,57559.57410527503,57146.86963028265,998.3833374110671,1355.4487578663861,0.03440361058313868,-0.012509113480019374,58152.99326214184,58771.88168950936
2021-04-10,58152.99326214184,1085794662404.731,45880879041.76103,0.0,0.0,0.0,58065.64402481532,58062.17872433649,59060.02678333801,57773.03689589272,57782.423589681806,57217.95314836786,874.277756497753,1148.843839511963,0.0015043187549799164,-0.015357824413517962,59979.39281571831,58213.92629374439
2021-04-11,59979.39281571831,1116221525334.327,61788197398.73793,0.0,0.0,0.0,58152.99326214184,56134.41738866435,57060.40665471088,58190.03491889378,58078.636068688946,57290.970638781975,1134.9833111133999,1141.985953315185,0.031406802145909074,0.05115607006923484,59988.02095852983,55901.66759456145
2021-04-12,59988.02095852983,1120606689450.4702,46792500386.96501,0.0,0.0,0.0,59979.39281571831,58065.64402481532,58228.8026234662,58441.35182390287,58382.91604231204,57378.77595500054,1324.0249403265652,1029.4974048229637,0.00014385178652998043,0.03021216744640154,59911.02059484732,56928.97235660158
2021-04-13,59911.02059484732,1118532902101.5269,55994558888.5224,0.0,0.0,0.0,59988.02095852983,58152.99326214184,58706.81559311396,58613.38110986478,58545.49403519574,57331.97004373655,1437.6224013144245,1080.7340732881423,-0.0012835956654702052,0.02051218396990695,63576.67604104828,50004.76218313686
2021-04-14,63576.67604104828,1187737045885.1743,71993120011.18321,0.0,0.0,0.0,59911.02059484732,59979.39281571831,58062.17872433649,59401.1664408236,58896.06887121627,57470.22699290391,2323.315928543691,1726.7312846896702,0.061184994176450846,0.09497572150871458,62807.12323259299,49972.79539837245
2021-04-15,62807.12323259299,1173412921929.8884,80157135507.58896,0.0,0.0,0.0,63576.67604104828,59988.02095852983,56134.41738866435,60354.41013281342,59181.05096722871,57703.62012568254,2119.5502261225683,2017.4995619196493,-0.012104325931705406,0.11887013626111154,63179.772446084695,49913.26314398822
2021-04-16,63179.772446084695,1179561609816.9358,60495376851.28074,0.0,0.0,0.0,62807.12323259299,59911.02059484732,58065.64402481532,61084.99990728047,59493.806510243456,57915.27076271615,2080.178315296544,2276.806411248075,0.00593323168315929,0.08807494529956061,61497.2995694412,46780.90230468821
2021-04-17,61497.2995694412,1149602869702.2644,86260673269.76614,0.0,0.0,0.0,63179.772446084695,63576.67604104828,58152.99326214184,61562.75795118038,59667.89742353655,57998.016560629156,1629.847116822276,2333.5599939116887,-0.026629929350873383,0.05750875612238748,60273.86667694734,46585.06413538846
2021-04-18,60273.86667694734,1125592412523.221,63808212132.53643,0.0,0.0,0.0,61497.2995694412,62807.12323259299,59979.39281571831,61604.825645641664,59897.43028226773,58076.39846343977,1585.3610247858137,2212.2408609415493,-0.019894091302535832,0.0049095838988195695,56288.94534001195,43780.82559782485
2021-04-19,56288.94534001195,1053618163309.5768,102065957642.22952,0.0,0.0,0.0,60273.86667694734,63179.772446084695,59988.02095852983,61076.38627156768,59758.86904773528,58011.25428780938,2541.9810613139393,2379.240044206252,-0.06611358382387444,-0.06166357148329793,55721.166052695626,43091.04144756922
2021-04-20,55721.166052695626,1043148020633.034,66156275209.79711,0.0,0.0,0.0,56288.94534001195,61497.2995694412,59911.02059484732,60477.83562268887,59545.60836627682,57922.75454052016,3255.3154627905014,2603.986423109403,-0.010086870235117562,-0.06993462138603679,56294.728558586925,37287.39140242737
2021-04-21,56294.728558586925,1055145534127.332,68166802215.75954,0.0,0.0,0.0,55721.166052695626,60273.86667694734,63576.67604104828,59437.557410908674,59419.36192586614,57880.12751431377,3263.505120767307,2721.6257941224558,0.010293440473748916,-0.11453803400731055,54190.07026283405,40437.73009625558
2021-04-22,54190.07026283405,1012699264345.6595,56115370322.140594,0.0,0.0,0.0,56294.728558586925,56288.94534001195,62807.12323259299,58206.549843800254,59280.47998830683,57874.12527114506,3402.8733978370883,2942.7721952459783,-0.037386418757886286,-0.13719865719446334,51965.5664304852,37339.63420134628
2021-04-23,51965.5664304852,971174701492.849,77897442831.71704,0.0,0.0,0.0,54190.07026283405,55721.166052695626,63179.772446084695,56604.52041300033,58844.7601601404,57786.81515392809,3309.8017816681026,3529.5784852876823,-0.041050026721860755,-0.1774967775512215,51191.1246964079,37520.31767547438
2021-04-24,51191.1246964079,956744203682.2198,91138220375.4599,0.0,0.0,0.0,51965.5664304852,56294.728558586925,61497.2995694412,55132.20971685271,58347.483834016544,57742.2904239068,3052.878445346941,4081.7665636027123,-0.014902978785255483,-0.16758743790686015,50133.1073963654,34977.527801962424
2021-04-25,50133.1073963654,937014999515.3856,49296256745.65119,0.0,0.0,0.0,51191.1246964079,54190.07026283405,60273.86667694734,53683.52981962672,57644.17773263419,57699.49706028632,2575.0104988591247,4594.968304571218,-0.020667983098967557,-0.1682447110110563,48981.4413932161,38642.4422973396
2021-04-26,48981.4413932161,915533819859.1392,46233432154.22527,0.0,0.0,0.0,50133.1073963654,51965.5664304852,56288.94534001195,52639.60068437016,56857.99347796893,57497.775090711955,2812.975994543442,5079.17875423328,-0.02297216476217856,-0.1298212979947495,53978.80554728962,38210.80521759389
2021-04-27,53978.80554728962,1008389773189.793,60226926859.91649,0.0,0.0,0.0,48981.4413932161,51191.1246964079,55721.166052695626,52390.692040740745,56434.26383171481,57435.98800530099,2560.6229590588605,5052.264015020179,0.10202566547512126,-0.03126927573192295,54991.81484262107,39406.934244116186
2021-04-28,54991.81484262107,1027617870421.6592,48468560013.13787,0.0,0.0,0.0,53978.80554728962,50133.1073963654,56294.728558586925,52204.56150988848,55821.059460398574,57411.44512246148,2259.150515383082,4621.289899111295,0.018766797172715677,-0.02314450658750211,54810.6138506792,38642.89555434217
2021-04-29,54810.6138506792,1024625833392.2412,48072930663.01449,0.0,0.0,0.0,54991.81484262107,48981.4413932161,54190.07026283405,52293.21059386635,55249.8802188333,57317.30129433493,2359.972439147697,4162.845157306834,-0.0032950538632057214,0.011451241617428609,53596.70402266675,35710.220936529884
2021-04-30,53596.70402266675,1001973605935.3958,46958036373.36031,0.0,0.0,0.0,54810.6138506792,53978.80554728962,51965.5664304852,52526.23024989229,54565.37533144631,57148.23715053179,2402.376489426231,3492.5280801252684,-0.022147349623186208,0.031388815791386415,57828.511814425874,34775.07941347281
2021-05-01,57828.511814425874,1082721727348.0432,53879045974.4321,0.0,0.0,0.0,53596.70402266675,54991.81484262107,51191.1246964079,53474.42840960914,54303.319063230934,57115.27508139869,3018.459913093169,3040.822741821481,0.07895649310766273,0.12965894297852243,57812.96915967891,35714.75202018067
2021-05-02,57812.96915967891,1080897634123.2936,43967070045.82312,0.0,0.0,0.0,57828.511814425874,54810.6138506792,50133.1073963654,54571.551518653934,54127.54066914033,57082.33422525872,2997.203068233612,2723.734295913481,-0.000268771480698593,0.153189422363041,56600.74528738432,37340.6792659422
2021-05-03,56600.74528738432,1057850321948.5464,39072664393.929405,0.0,0.0,0.0,57812.96915967891,53596.70402266675,48981.4413932161,55660.0235035351,54149.812093952634,57000.358175393594,1754.7200487450802,2743.9667719858576,-0.020968026550347907,0.15555491380912057,57200.30029871162,36680.06820180283
2021-05-04,57200.30029871162,1069571255195.5188,54132470274.07509,0.0,0.0,0.0,56600.74528738432,57828.511814425874,53978.80554728962,56120.237039452535,54255.46454009664,57005.02129686029,1660.2026982506961,2836.054250693025,0.010592705242362443,0.05968073429486531,53464.37021950372,37685.71798174826
2021-05-05,53464.37021950372,999775008412.3738,71296763919.13268,0.0,0.0,0.0,57200.30029871162,57812.96915967891,54991.81484262107,55902.03066472149,54053.29608730499,56846.20688339487,1914.18528156078,2779.8266629423647,-0.06531312003080603,-0.027775854051892757,57432.100227087576,39151.31618380032
